"GEOID","Census_Tract","County","State","Total","Total_Owner","Total_Renter","Owner_Category","Owner_Count","Renter_Category","Renter_Count"
"Census Tract 347"," Queens"," New York",889,399,399,479,"Owner",490,"Renter",NA
"Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",0,"Renter",0
"Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",0,"Renter",NA
"Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",1314,"Renter",0
"Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",1314,"Renter",NA
"Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",0,"Renter",0
"Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",0,"Renter",NA
"Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",783,"Renter",0
"Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",783,"Renter",NA
"Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",0,"Renter",0
"Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",0,"Renter",NA
"Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",723,"Renter",0
"Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",723,"Renter",NA
"Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",0,"Renter",35
"Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",0,"Renter",NA
"Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",1436,"Renter",35
"Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",1436,"Renter",NA
"Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",0,"Renter",0
"Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",0,"Renter",NA
"Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",1307,"Renter",0
"Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",1307,"Renter",NA
"Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",0,"Renter",0
"Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",0,"Renter",NA
"Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",913,"Renter",0
"Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",913,"Renter",NA
"Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",0,"Renter",0
"Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",0,"Renter",NA
"Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",370,"Renter",0
"Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",370,"Renter",NA
"Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",0,"Renter",0
"Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",0,"Renter",NA
"Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",1022,"Renter",0
"Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",1022,"Renter",NA
"Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",0,"Renter",0
"Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",0,"Renter",NA
"Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",763,"Renter",0
"Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",763,"Renter",NA
"Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",0,"Renter",0
"Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",0,"Renter",NA
"Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",397,"Renter",0
"Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",397,"Renter",NA
"Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",0,"Renter",0
"Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",0,"Renter",NA
"Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",783,"Renter",0
"Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",783,"Renter",NA
"Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",0,"Renter",0
"Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",0,"Renter",NA
"Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",696,"Renter",0
"Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",696,"Renter",NA
"Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",0,"Renter",12
"Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",0,"Renter",NA
"Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",504,"Renter",12
"Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",504,"Renter",NA
"Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",0,"Renter",0
"Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",0,"Renter",NA
"Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",136,"Renter",0
"Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",136,"Renter",NA
"Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",12,"Renter",0
"Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",12,"Renter",NA
"Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",299,"Renter",0
"Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",299,"Renter",NA
"Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",0,"Renter",0
"Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",0,"Renter",NA
"Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",1075,"Renter",0
"Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",1075,"Renter",NA
"Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",0,"Renter",0
"Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",0,"Renter",NA
"Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",785,"Renter",0
"Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",785,"Renter",NA
"Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",35,"Renter",15
"Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",35,"Renter",NA
"Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",1298,"Renter",15
"Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",1298,"Renter",NA
"Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",0,"Renter",0
"Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",0,"Renter",NA
"Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",1993,"Renter",0
"Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",1993,"Renter",NA
"Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",0,"Renter",0
"Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",0,"Renter",NA
"Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",248,"Renter",0
"Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",248,"Renter",NA
"Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",0,"Renter",0
"Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",0,"Renter",NA
"Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",1050,"Renter",0
"Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",1050,"Renter",NA
"Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",0,"Renter",0
"Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",0,"Renter",NA
"Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",1492,"Renter",0
"Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",1492,"Renter",NA
"Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",0,"Renter",0
"Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",0,"Renter",NA
"Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",400,"Renter",0
"Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",400,"Renter",NA
"Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",0,"Renter",0
"Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",0,"Renter",NA
"Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",980,"Renter",0
"Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",980,"Renter",NA
"Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",0,"Renter",0
"Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",0,"Renter",NA
"Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",955,"Renter",0
"Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",955,"Renter",NA
"Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",0,"Renter",0
"Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",0,"Renter",NA
"Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",544,"Renter",0
"Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",544,"Renter",NA
"Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",0,"Renter",7
"Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",0,"Renter",NA
"Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",743,"Renter",7
"Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",743,"Renter",NA
"Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",0,"Renter",0
"Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",0,"Renter",NA
"Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",2155,"Renter",0
"Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",2155,"Renter",NA
"Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",0,"Renter",0
"Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",0,"Renter",NA
"Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",1104,"Renter",0
"Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",1104,"Renter",NA
"Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",0,"Renter",0
"Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",0,"Renter",NA
"Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",600,"Renter",0
"Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",600,"Renter",NA
"Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",0,"Renter",0
"Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",0,"Renter",NA
"Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",392,"Renter",0
"Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",392,"Renter",NA
"Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",0,"Renter",0
"Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",0,"Renter",NA
"Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",1316,"Renter",0
"Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",1316,"Renter",NA
"Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",0,"Renter",16
"Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",0,"Renter",NA
"Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",1135,"Renter",16
"Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",1135,"Renter",NA
"Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",0,"Renter",0
"Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",0,"Renter",NA
"Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",199,"Renter",0
"Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",199,"Renter",NA
"Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",0,"Renter",0
"Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",0,"Renter",NA
"Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",1269,"Renter",0
"Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",1269,"Renter",NA
"Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",0,"Renter",0
"Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",0,"Renter",NA
"Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",1910,"Renter",0
"Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",1910,"Renter",NA
"Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",0,"Renter",85
"Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",0,"Renter",NA
"Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",2046,"Renter",85
"Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",2046,"Renter",NA
"Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",0,"Renter",73
"Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",0,"Renter",NA
"Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",989,"Renter",73
"Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",989,"Renter",NA
"Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",0,"Renter",0
"Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",0,"Renter",NA
"Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",370,"Renter",0
"Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",370,"Renter",NA
"Census Tract 362"," Kings"," New York",1320,375,375,765,"Owner",0,"Renter",180
"Census Tract 362"," Kings"," New York",1320,375,375,765,"Owner",0,"Renter",NA
"Census Tract 362"," Kings"," New York",1320,375,375,765,"Owner",945,"Renter",180
"Census Tract 362"," Kings"," New York",1320,375,375,765,"Owner",945,"Renter",NA
"Census Tract 363"," Bronx"," New York",2369,162,162,2207,"Owner",0,"Renter",0
"Census Tract 363"," Bronx"," New York",2369,162,162,2207,"Owner",0,"Renter",NA
"Census Tract 363"," Bronx"," New York",2369,162,162,2207,"Owner",2207,"Renter",0
"Census Tract 363"," Bronx"," New York",2369,162,162,2207,"Owner",2207,"Renter",NA
"Census Tract 363"," Kings"," New York",1940,265,265,1675,"Owner",0,"Renter",0
"Census Tract 363"," Kings"," New York",1940,265,265,1675,"Owner",0,"Renter",NA
"Census Tract 363"," Kings"," New York",1940,265,265,1675,"Owner",1675,"Renter",0
"Census Tract 363"," Kings"," New York",1940,265,265,1675,"Owner",1675,"Renter",NA
"Census Tract 363"," Queens"," New York",489,208,208,266,"Owner",0,"Renter",15
"Census Tract 363"," Queens"," New York",489,208,208,266,"Owner",0,"Renter",NA
"Census Tract 363"," Queens"," New York",489,208,208,266,"Owner",281,"Renter",15
"Census Tract 363"," Queens"," New York",489,208,208,266,"Owner",281,"Renter",NA
"Census Tract 364"," Bronx"," New York",868,493,493,375,"Owner",0,"Renter",0
"Census Tract 364"," Bronx"," New York",868,493,493,375,"Owner",0,"Renter",NA
"Census Tract 364"," Bronx"," New York",868,493,493,375,"Owner",375,"Renter",0
"Census Tract 364"," Bronx"," New York",868,493,493,375,"Owner",375,"Renter",NA
"Census Tract 364"," Kings"," New York",933,303,303,630,"Owner",0,"Renter",0
"Census Tract 364"," Kings"," New York",933,303,303,630,"Owner",0,"Renter",NA
"Census Tract 364"," Kings"," New York",933,303,303,630,"Owner",630,"Renter",0
"Census Tract 364"," Kings"," New York",933,303,303,630,"Owner",630,"Renter",NA
"Census Tract 365"," Queens"," New York",785,380,380,405,"Owner",0,"Renter",0
"Census Tract 365"," Queens"," New York",785,380,380,405,"Owner",0,"Renter",NA
"Census Tract 365"," Queens"," New York",785,380,380,405,"Owner",405,"Renter",0
"Census Tract 365"," Queens"," New York",785,380,380,405,"Owner",405,"Renter",NA
"Census Tract 365.01"," Bronx"," New York",1371,98,98,1273,"Owner",0,"Renter",0
"Census Tract 365.01"," Bronx"," New York",1371,98,98,1273,"Owner",0,"Renter",NA
"Census Tract 365.01"," Bronx"," New York",1371,98,98,1273,"Owner",1273,"Renter",0
"Census Tract 365.01"," Bronx"," New York",1371,98,98,1273,"Owner",1273,"Renter",NA
"Census Tract 365.01"," Kings"," New York",1279,113,113,1166,"Owner",0,"Renter",0
"Census Tract 365.01"," Kings"," New York",1279,113,113,1166,"Owner",0,"Renter",NA
"Census Tract 365.01"," Kings"," New York",1279,113,113,1166,"Owner",1166,"Renter",0
"Census Tract 365.01"," Kings"," New York",1279,113,113,1166,"Owner",1166,"Renter",NA
"Census Tract 365.02"," Bronx"," New York",758,37,37,721,"Owner",0,"Renter",0
"Census Tract 365.02"," Bronx"," New York",758,37,37,721,"Owner",0,"Renter",NA
"Census Tract 365.02"," Bronx"," New York",758,37,37,721,"Owner",721,"Renter",0
"Census Tract 365.02"," Bronx"," New York",758,37,37,721,"Owner",721,"Renter",NA
"Census Tract 365.02"," Kings"," New York",503,109,109,394,"Owner",0,"Renter",0
"Census Tract 365.02"," Kings"," New York",503,109,109,394,"Owner",0,"Renter",NA
"Census Tract 365.02"," Kings"," New York",503,109,109,394,"Owner",394,"Renter",0
"Census Tract 365.02"," Kings"," New York",503,109,109,394,"Owner",394,"Renter",NA
"Census Tract 366"," Kings"," New York",1283,300,300,983,"Owner",0,"Renter",0
"Census Tract 366"," Kings"," New York",1283,300,300,983,"Owner",0,"Renter",NA
"Census Tract 366"," Kings"," New York",1283,300,300,983,"Owner",983,"Renter",0
"Census Tract 366"," Kings"," New York",1283,300,300,983,"Owner",983,"Renter",NA
"Census Tract 366"," Queens"," New York",1005,619,619,386,"Owner",0,"Renter",0
"Census Tract 366"," Queens"," New York",1005,619,619,386,"Owner",0,"Renter",NA
"Census Tract 366"," Queens"," New York",1005,619,619,386,"Owner",386,"Renter",0
"Census Tract 366"," Queens"," New York",1005,619,619,386,"Owner",386,"Renter",NA
"Census Tract 367"," Bronx"," New York",632,141,141,474,"Owner",0,"Renter",17
"Census Tract 367"," Bronx"," New York",632,141,141,474,"Owner",0,"Renter",NA
"Census Tract 367"," Bronx"," New York",632,141,141,474,"Owner",491,"Renter",17
"Census Tract 367"," Bronx"," New York",632,141,141,474,"Owner",491,"Renter",NA
"Census Tract 367"," Kings"," New York",504,148,148,356,"Owner",0,"Renter",0
"Census Tract 367"," Kings"," New York",504,148,148,356,"Owner",0,"Renter",NA
"Census Tract 367"," Kings"," New York",504,148,148,356,"Owner",356,"Renter",0
"Census Tract 367"," Kings"," New York",504,148,148,356,"Owner",356,"Renter",NA
"Census Tract 367"," Queens"," New York",650,384,384,266,"Owner",0,"Renter",0
"Census Tract 367"," Queens"," New York",650,384,384,266,"Owner",0,"Renter",NA
"Census Tract 367"," Queens"," New York",650,384,384,266,"Owner",266,"Renter",0
"Census Tract 367"," Queens"," New York",650,384,384,266,"Owner",266,"Renter",NA
"Census Tract 368"," Bronx"," New York",570,282,282,281,"Owner",0,"Renter",7
"Census Tract 368"," Bronx"," New York",570,282,282,281,"Owner",0,"Renter",NA
"Census Tract 368"," Bronx"," New York",570,282,282,281,"Owner",288,"Renter",7
"Census Tract 368"," Bronx"," New York",570,282,282,281,"Owner",288,"Renter",NA
"Census Tract 368"," Queens"," New York",742,578,578,164,"Owner",0,"Renter",0
"Census Tract 368"," Queens"," New York",742,578,578,164,"Owner",0,"Renter",NA
"Census Tract 368"," Queens"," New York",742,578,578,164,"Owner",164,"Renter",0
"Census Tract 368"," Queens"," New York",742,578,578,164,"Owner",164,"Renter",NA
"Census Tract 369"," Kings"," New York",2477,308,308,2116,"Owner",0,"Renter",53
"Census Tract 369"," Kings"," New York",2477,308,308,2116,"Owner",0,"Renter",NA
"Census Tract 369"," Kings"," New York",2477,308,308,2116,"Owner",2169,"Renter",53
"Census Tract 369"," Kings"," New York",2477,308,308,2116,"Owner",2169,"Renter",NA
"Census Tract 369.01"," Bronx"," New York",766,68,68,692,"Owner",0,"Renter",6
"Census Tract 369.01"," Bronx"," New York",766,68,68,692,"Owner",0,"Renter",NA
"Census Tract 369.01"," Bronx"," New York",766,68,68,692,"Owner",698,"Renter",6
"Census Tract 369.01"," Bronx"," New York",766,68,68,692,"Owner",698,"Renter",NA
"Census Tract 369.02"," Bronx"," New York",779,22,22,757,"Owner",0,"Renter",0
"Census Tract 369.02"," Bronx"," New York",779,22,22,757,"Owner",0,"Renter",NA
"Census Tract 369.02"," Bronx"," New York",779,22,22,757,"Owner",757,"Renter",0
"Census Tract 369.02"," Bronx"," New York",779,22,22,757,"Owner",757,"Renter",NA
"Census Tract 37"," Bronx"," New York",145,0,0,145,"Owner",0,"Renter",0
"Census Tract 37"," Bronx"," New York",145,0,0,145,"Owner",0,"Renter",NA
"Census Tract 37"," Bronx"," New York",145,0,0,145,"Owner",145,"Renter",0
"Census Tract 37"," Bronx"," New York",145,0,0,145,"Owner",145,"Renter",NA
"Census Tract 37"," Kings"," New York",1397,195,195,1202,"Owner",0,"Renter",0
"Census Tract 37"," Kings"," New York",1397,195,195,1202,"Owner",0,"Renter",NA
"Census Tract 37"," Kings"," New York",1397,195,195,1202,"Owner",1202,"Renter",0
"Census Tract 37"," Kings"," New York",1397,195,195,1202,"Owner",1202,"Renter",NA
"Census Tract 37"," New York"," New York",1389,669,669,720,"Owner",0,"Renter",0
"Census Tract 37"," New York"," New York",1389,669,669,720,"Owner",0,"Renter",NA
"Census Tract 37"," New York"," New York",1389,669,669,720,"Owner",720,"Renter",0
"Census Tract 37"," New York"," New York",1389,669,669,720,"Owner",720,"Renter",NA
"Census Tract 37"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 37"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 37"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"Census Tract 37"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"Census Tract 370"," Bronx"," New York",700,505,505,195,"Owner",0,"Renter",0
"Census Tract 370"," Bronx"," New York",700,505,505,195,"Owner",0,"Renter",NA
"Census Tract 370"," Bronx"," New York",700,505,505,195,"Owner",195,"Renter",0
"Census Tract 370"," Bronx"," New York",700,505,505,195,"Owner",195,"Renter",NA
"Census Tract 370"," Kings"," New York",1446,947,947,499,"Owner",0,"Renter",0
"Census Tract 370"," Kings"," New York",1446,947,947,499,"Owner",0,"Renter",NA
"Census Tract 370"," Kings"," New York",1446,947,947,499,"Owner",499,"Renter",0
"Census Tract 370"," Kings"," New York",1446,947,947,499,"Owner",499,"Renter",NA
"Census Tract 371"," Bronx"," New York",1795,142,142,1653,"Owner",0,"Renter",0
"Census Tract 371"," Bronx"," New York",1795,142,142,1653,"Owner",0,"Renter",NA
"Census Tract 371"," Bronx"," New York",1795,142,142,1653,"Owner",1653,"Renter",0
"Census Tract 371"," Bronx"," New York",1795,142,142,1653,"Owner",1653,"Renter",NA
"Census Tract 371"," Kings"," New York",1636,492,481,1144,"Owner",11,"Renter",0
"Census Tract 371"," Kings"," New York",1636,492,481,1144,"Owner",11,"Renter",NA
"Census Tract 371"," Kings"," New York",1636,492,481,1144,"Owner",1144,"Renter",0
"Census Tract 371"," Kings"," New York",1636,492,481,1144,"Owner",1144,"Renter",NA
"Census Tract 371"," Queens"," New York",467,401,401,66,"Owner",0,"Renter",0
"Census Tract 371"," Queens"," New York",467,401,401,66,"Owner",0,"Renter",NA
"Census Tract 371"," Queens"," New York",467,401,401,66,"Owner",66,"Renter",0
"Census Tract 371"," Queens"," New York",467,401,401,66,"Owner",66,"Renter",NA
"Census Tract 372"," Bronx"," New York",829,231,231,598,"Owner",0,"Renter",0
"Census Tract 372"," Bronx"," New York",829,231,231,598,"Owner",0,"Renter",NA
"Census Tract 372"," Bronx"," New York",829,231,231,598,"Owner",598,"Renter",0
"Census Tract 372"," Bronx"," New York",829,231,231,598,"Owner",598,"Renter",NA
"Census Tract 373"," Bronx"," New York",1899,227,227,1661,"Owner",0,"Renter",11
"Census Tract 373"," Bronx"," New York",1899,227,227,1661,"Owner",0,"Renter",NA
"Census Tract 373"," Bronx"," New York",1899,227,227,1661,"Owner",1672,"Renter",11
"Census Tract 373"," Bronx"," New York",1899,227,227,1661,"Owner",1672,"Renter",NA
"Census Tract 373"," Kings"," New York",1843,334,334,1509,"Owner",0,"Renter",0
"Census Tract 373"," Kings"," New York",1843,334,334,1509,"Owner",0,"Renter",NA
"Census Tract 373"," Kings"," New York",1843,334,334,1509,"Owner",1509,"Renter",0
"Census Tract 373"," Kings"," New York",1843,334,334,1509,"Owner",1509,"Renter",NA
"Census Tract 373"," Queens"," New York",551,236,230,315,"Owner",6,"Renter",0
"Census Tract 373"," Queens"," New York",551,236,230,315,"Owner",6,"Renter",NA
"Census Tract 373"," Queens"," New York",551,236,230,315,"Owner",315,"Renter",0
"Census Tract 373"," Queens"," New York",551,236,230,315,"Owner",315,"Renter",NA
"Census Tract 374"," Bronx"," New York",1494,197,197,1297,"Owner",0,"Renter",0
"Census Tract 374"," Bronx"," New York",1494,197,197,1297,"Owner",0,"Renter",NA
"Census Tract 374"," Bronx"," New York",1494,197,197,1297,"Owner",1297,"Renter",0
"Census Tract 374"," Bronx"," New York",1494,197,197,1297,"Owner",1297,"Renter",NA
"Census Tract 374.01"," Kings"," New York",1858,679,679,1179,"Owner",0,"Renter",0
"Census Tract 374.01"," Kings"," New York",1858,679,679,1179,"Owner",0,"Renter",NA
"Census Tract 374.01"," Kings"," New York",1858,679,679,1179,"Owner",1179,"Renter",0
"Census Tract 374.01"," Kings"," New York",1858,679,679,1179,"Owner",1179,"Renter",NA
"Census Tract 374.02"," Kings"," New York",2027,398,398,1618,"Owner",0,"Renter",11
"Census Tract 374.02"," Kings"," New York",2027,398,398,1618,"Owner",0,"Renter",NA
"Census Tract 374.02"," Kings"," New York",2027,398,398,1618,"Owner",1629,"Renter",11
"Census Tract 374.02"," Kings"," New York",2027,398,398,1618,"Owner",1629,"Renter",NA
"Census Tract 375"," Kings"," New York",1393,272,272,1121,"Owner",0,"Renter",0
"Census Tract 375"," Kings"," New York",1393,272,272,1121,"Owner",0,"Renter",NA
"Census Tract 375"," Kings"," New York",1393,272,272,1121,"Owner",1121,"Renter",0
"Census Tract 375"," Kings"," New York",1393,272,272,1121,"Owner",1121,"Renter",NA
"Census Tract 375.01"," Queens"," New York",285,75,75,201,"Owner",0,"Renter",9
"Census Tract 375.01"," Queens"," New York",285,75,75,201,"Owner",0,"Renter",NA
"Census Tract 375.01"," Queens"," New York",285,75,75,201,"Owner",210,"Renter",9
"Census Tract 375.01"," Queens"," New York",285,75,75,201,"Owner",210,"Renter",NA
"Census Tract 375.02"," Queens"," New York",615,152,152,463,"Owner",0,"Renter",0
"Census Tract 375.02"," Queens"," New York",615,152,152,463,"Owner",0,"Renter",NA
"Census Tract 375.02"," Queens"," New York",615,152,152,463,"Owner",463,"Renter",0
"Census Tract 375.02"," Queens"," New York",615,152,152,463,"Owner",463,"Renter",NA
"Census Tract 375.04"," Bronx"," New York",1220,25,25,1195,"Owner",0,"Renter",0
"Census Tract 375.04"," Bronx"," New York",1220,25,25,1195,"Owner",0,"Renter",NA
"Census Tract 375.04"," Bronx"," New York",1220,25,25,1195,"Owner",1195,"Renter",0
"Census Tract 375.04"," Bronx"," New York",1220,25,25,1195,"Owner",1195,"Renter",NA
"Census Tract 376"," Bronx"," New York",775,273,273,502,"Owner",0,"Renter",0
"Census Tract 376"," Bronx"," New York",775,273,273,502,"Owner",0,"Renter",NA
