"","GEOID","Census_Tract","County","State","Total","Total_Owner","Total_Renter","Owner_Category","Owner_Count","Renter_Category","Renter_Count"
"4599","Census Tract 331"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",0
"4600","Census Tract 331"," Queens"," New York",0,0,0,0,"Owner",0,"Renter",NA
"4601","Census Tract 332.01"," Bronx"," New York",2551,448,448,2073,"Owner",0,"Renter",30
"4602","Census Tract 332.01"," Bronx"," New York",2551,448,448,2073,"Owner",0,"Renter",NA
"4603","Census Tract 332.01"," Bronx"," New York",2551,448,448,2073,"Owner",2103,"Renter",30
"4604","Census Tract 332.01"," Bronx"," New York",2551,448,448,2073,"Owner",2103,"Renter",NA
"4605","Census Tract 332.02"," Bronx"," New York",1645,407,407,1238,"Owner",0,"Renter",0
"4606","Census Tract 332.02"," Bronx"," New York",1645,407,407,1238,"Owner",0,"Renter",NA
"4607","Census Tract 332.02"," Bronx"," New York",1645,407,407,1238,"Owner",1238,"Renter",0
"4608","Census Tract 332.02"," Bronx"," New York",1645,407,407,1238,"Owner",1238,"Renter",NA
"4609","Census Tract 333"," Kings"," New York",1343,351,351,992,"Owner",0,"Renter",0
"4610","Census Tract 333"," Kings"," New York",1343,351,351,992,"Owner",0,"Renter",NA
"4611","Census Tract 333"," Kings"," New York",1343,351,351,992,"Owner",992,"Renter",0
"4612","Census Tract 333"," Kings"," New York",1343,351,351,992,"Owner",992,"Renter",NA
"4613","Census Tract 334"," Bronx"," New York",4,4,4,0,"Owner",0,"Renter",0
"4614","Census Tract 334"," Bronx"," New York",4,4,4,0,"Owner",0,"Renter",NA
"4615","Census Tract 334"," Bronx"," New York",4,4,4,0,"Owner",0,"Renter",0
"4616","Census Tract 334"," Bronx"," New York",4,4,4,0,"Owner",0,"Renter",NA
"4617","Census Tract 334.01"," Queens"," New York",1205,741,741,464,"Owner",0,"Renter",0
"4618","Census Tract 334.01"," Queens"," New York",1205,741,741,464,"Owner",0,"Renter",NA
"4619","Census Tract 334.01"," Queens"," New York",1205,741,741,464,"Owner",464,"Renter",0
"4620","Census Tract 334.01"," Queens"," New York",1205,741,741,464,"Owner",464,"Renter",NA
"4621","Census Tract 334.03"," Queens"," New York",2171,277,277,1894,"Owner",0,"Renter",0
"4622","Census Tract 334.03"," Queens"," New York",2171,277,277,1894,"Owner",0,"Renter",NA
"4623","Census Tract 334.03"," Queens"," New York",2171,277,277,1894,"Owner",1894,"Renter",0
"4624","Census Tract 334.03"," Queens"," New York",2171,277,277,1894,"Owner",1894,"Renter",NA
"4625","Census Tract 334.04"," Queens"," New York",2571,278,278,2293,"Owner",0,"Renter",0
"4626","Census Tract 334.04"," Queens"," New York",2571,278,278,2293,"Owner",0,"Renter",NA
"4627","Census Tract 334.04"," Queens"," New York",2571,278,278,2293,"Owner",2293,"Renter",0
"4628","Census Tract 334.04"," Queens"," New York",2571,278,278,2293,"Owner",2293,"Renter",NA
"4629","Census Tract 334.05"," Queens"," New York",1518,533,533,985,"Owner",0,"Renter",0
"4630","Census Tract 334.05"," Queens"," New York",1518,533,533,985,"Owner",0,"Renter",NA
"4631","Census Tract 334.05"," Queens"," New York",1518,533,533,985,"Owner",985,"Renter",0
"4632","Census Tract 334.05"," Queens"," New York",1518,533,533,985,"Owner",985,"Renter",NA
"4633","Census Tract 335"," Bronx"," New York",703,412,412,291,"Owner",0,"Renter",0
"4634","Census Tract 335"," Bronx"," New York",703,412,412,291,"Owner",0,"Renter",NA
"4635","Census Tract 335"," Bronx"," New York",703,412,412,291,"Owner",291,"Renter",0
"4636","Census Tract 335"," Bronx"," New York",703,412,412,291,"Owner",291,"Renter",NA
"4637","Census Tract 335"," Kings"," New York",871,336,329,535,"Owner",7,"Renter",0
"4638","Census Tract 335"," Kings"," New York",871,336,329,535,"Owner",7,"Renter",NA
"4639","Census Tract 335"," Kings"," New York",871,336,329,535,"Owner",535,"Renter",0
"4640","Census Tract 335"," Kings"," New York",871,336,329,535,"Owner",535,"Renter",NA
"4641","Census Tract 336"," Kings"," New York",1598,766,766,832,"Owner",0,"Renter",0
"4642","Census Tract 336"," Kings"," New York",1598,766,766,832,"Owner",0,"Renter",NA
"4643","Census Tract 336"," Kings"," New York",1598,766,766,832,"Owner",832,"Renter",0
"4644","Census Tract 336"," Kings"," New York",1598,766,766,832,"Owner",832,"Renter",NA
"4645","Census Tract 336.01"," Bronx"," New York",2123,83,83,2040,"Owner",0,"Renter",0
"4646","Census Tract 336.01"," Bronx"," New York",2123,83,83,2040,"Owner",0,"Renter",NA
"4647","Census Tract 336.01"," Bronx"," New York",2123,83,83,2040,"Owner",2040,"Renter",0
"4648","Census Tract 336.01"," Bronx"," New York",2123,83,83,2040,"Owner",2040,"Renter",NA
"4649","Census Tract 336.02"," Bronx"," New York",676,283,283,393,"Owner",0,"Renter",0
"4650","Census Tract 336.02"," Bronx"," New York",676,283,283,393,"Owner",0,"Renter",NA
"4651","Census Tract 336.02"," Bronx"," New York",676,283,283,393,"Owner",393,"Renter",0
"4652","Census Tract 336.02"," Bronx"," New York",676,283,283,393,"Owner",393,"Renter",NA
"4653","Census Tract 337"," Bronx"," New York",934,657,657,277,"Owner",0,"Renter",0
"4654","Census Tract 337"," Bronx"," New York",934,657,657,277,"Owner",0,"Renter",NA
"4655","Census Tract 337"," Bronx"," New York",934,657,657,277,"Owner",277,"Renter",0
"4656","Census Tract 337"," Bronx"," New York",934,657,657,277,"Owner",277,"Renter",NA
"4657","Census Tract 337"," Queens"," New York",835,641,641,194,"Owner",0,"Renter",0
"4658","Census Tract 337"," Queens"," New York",835,641,641,194,"Owner",0,"Renter",NA
"4659","Census Tract 337"," Queens"," New York",835,641,641,194,"Owner",194,"Renter",0
"4660","Census Tract 337"," Queens"," New York",835,641,641,194,"Owner",194,"Renter",NA
"4661","Census Tract 337.01"," Kings"," New York",824,212,212,612,"Owner",0,"Renter",0
"4662","Census Tract 337.01"," Kings"," New York",824,212,212,612,"Owner",0,"Renter",NA
"4663","Census Tract 337.01"," Kings"," New York",824,212,212,612,"Owner",612,"Renter",0
"4664","Census Tract 337.01"," Kings"," New York",824,212,212,612,"Owner",612,"Renter",NA
"4665","Census Tract 337.02"," Kings"," New York",542,142,142,400,"Owner",0,"Renter",0
"4666","Census Tract 337.02"," Kings"," New York",542,142,142,400,"Owner",0,"Renter",NA
"4667","Census Tract 337.02"," Kings"," New York",542,142,142,400,"Owner",400,"Renter",0
"4668","Census Tract 337.02"," Kings"," New York",542,142,142,400,"Owner",400,"Renter",NA
"4669","Census Tract 338.01"," Bronx"," New York",791,215,215,526,"Owner",0,"Renter",50
"4670","Census Tract 338.01"," Bronx"," New York",791,215,215,526,"Owner",0,"Renter",NA
"4671","Census Tract 338.01"," Bronx"," New York",791,215,215,526,"Owner",576,"Renter",50
"4672","Census Tract 338.01"," Bronx"," New York",791,215,215,526,"Owner",576,"Renter",NA
"4673","Census Tract 338.02"," Bronx"," New York",551,19,19,532,"Owner",0,"Renter",0
"4674","Census Tract 338.02"," Bronx"," New York",551,19,19,532,"Owner",0,"Renter",NA
"4675","Census Tract 338.02"," Bronx"," New York",551,19,19,532,"Owner",532,"Renter",0
"4676","Census Tract 338.02"," Bronx"," New York",551,19,19,532,"Owner",532,"Renter",NA
"4677","Census Tract 339"," Kings"," New York",1995,552,552,1427,"Owner",0,"Renter",16
"4678","Census Tract 339"," Kings"," New York",1995,552,552,1427,"Owner",0,"Renter",NA
"4679","Census Tract 339"," Kings"," New York",1995,552,552,1427,"Owner",1443,"Renter",16
"4680","Census Tract 339"," Kings"," New York",1995,552,552,1427,"Owner",1443,"Renter",NA
"4681","Census Tract 339"," Queens"," New York",1047,689,689,358,"Owner",0,"Renter",0
"4682","Census Tract 339"," Queens"," New York",1047,689,689,358,"Owner",0,"Renter",NA
"4683","Census Tract 339"," Queens"," New York",1047,689,689,358,"Owner",358,"Renter",0
"4684","Census Tract 339"," Queens"," New York",1047,689,689,358,"Owner",358,"Renter",NA
"4685","Census Tract 34"," Kings"," New York",1305,713,713,592,"Owner",0,"Renter",0
"4686","Census Tract 34"," Kings"," New York",1305,713,713,592,"Owner",0,"Renter",NA
"4687","Census Tract 34"," Kings"," New York",1305,713,713,592,"Owner",592,"Renter",0
"4688","Census Tract 34"," Kings"," New York",1305,713,713,592,"Owner",592,"Renter",NA
"4689","Census Tract 34"," New York"," New York",3700,253,253,3429,"Owner",0,"Renter",18
"4690","Census Tract 34"," New York"," New York",3700,253,253,3429,"Owner",0,"Renter",NA
"4691","Census Tract 34"," New York"," New York",3700,253,253,3429,"Owner",3447,"Renter",18
"4692","Census Tract 34"," New York"," New York",3700,253,253,3429,"Owner",3447,"Renter",NA
"4693","Census Tract 34"," Queens"," New York",667,337,337,330,"Owner",0,"Renter",0
"4694","Census Tract 34"," Queens"," New York",667,337,337,330,"Owner",0,"Renter",NA
"4695","Census Tract 34"," Queens"," New York",667,337,337,330,"Owner",330,"Renter",0
"4696","Census Tract 34"," Queens"," New York",667,337,337,330,"Owner",330,"Renter",NA
"4697","Census Tract 340"," Bronx"," New York",1821,357,357,1398,"Owner",0,"Renter",66
"4698","Census Tract 340"," Bronx"," New York",1821,357,357,1398,"Owner",0,"Renter",NA
"4699","Census Tract 340"," Bronx"," New York",1821,357,357,1398,"Owner",1464,"Renter",66
"4700","Census Tract 340"," Bronx"," New York",1821,357,357,1398,"Owner",1464,"Renter",NA
"4701","Census Tract 340"," Kings"," New York",628,6,6,622,"Owner",0,"Renter",0
"4702","Census Tract 340"," Kings"," New York",628,6,6,622,"Owner",0,"Renter",NA
"4703","Census Tract 340"," Kings"," New York",628,6,6,622,"Owner",622,"Renter",0
"4704","Census Tract 340"," Kings"," New York",628,6,6,622,"Owner",622,"Renter",NA
"4705","Census Tract 341"," Kings"," New York",1294,196,196,1098,"Owner",0,"Renter",0
"4706","Census Tract 341"," Kings"," New York",1294,196,196,1098,"Owner",0,"Renter",NA
"4707","Census Tract 341"," Kings"," New York",1294,196,196,1098,"Owner",1098,"Renter",0
"4708","Census Tract 341"," Kings"," New York",1294,196,196,1098,"Owner",1098,"Renter",NA
"4709","Census Tract 342"," Bronx"," New York",601,313,313,281,"Owner",0,"Renter",7
"4710","Census Tract 342"," Bronx"," New York",601,313,313,281,"Owner",0,"Renter",NA
"4711","Census Tract 342"," Bronx"," New York",601,313,313,281,"Owner",288,"Renter",7
"4712","Census Tract 342"," Bronx"," New York",601,313,313,281,"Owner",288,"Renter",NA
"4713","Census Tract 342"," Kings"," New York",2786,167,167,2619,"Owner",0,"Renter",0
"4714","Census Tract 342"," Kings"," New York",2786,167,167,2619,"Owner",0,"Renter",NA
"4715","Census Tract 342"," Kings"," New York",2786,167,167,2619,"Owner",2619,"Renter",0
"4716","Census Tract 342"," Kings"," New York",2786,167,167,2619,"Owner",2619,"Renter",NA
"4717","Census Tract 343"," Bronx"," New York",570,204,204,366,"Owner",0,"Renter",0
"4718","Census Tract 343"," Bronx"," New York",570,204,204,366,"Owner",0,"Renter",NA
"4719","Census Tract 343"," Bronx"," New York",570,204,204,366,"Owner",366,"Renter",0
"4720","Census Tract 343"," Bronx"," New York",570,204,204,366,"Owner",366,"Renter",NA
"4721","Census Tract 343"," Kings"," New York",2011,252,252,1759,"Owner",0,"Renter",0
"4722","Census Tract 343"," Kings"," New York",2011,252,252,1759,"Owner",0,"Renter",NA
"4723","Census Tract 343"," Kings"," New York",2011,252,252,1759,"Owner",1759,"Renter",0
"4724","Census Tract 343"," Kings"," New York",2011,252,252,1759,"Owner",1759,"Renter",NA
"4725","Census Tract 344"," Bronx"," New York",626,387,387,239,"Owner",0,"Renter",0
"4726","Census Tract 344"," Bronx"," New York",626,387,387,239,"Owner",0,"Renter",NA
"4727","Census Tract 344"," Bronx"," New York",626,387,387,239,"Owner",239,"Renter",0
"4728","Census Tract 344"," Bronx"," New York",626,387,387,239,"Owner",239,"Renter",NA
"4729","Census Tract 345"," Bronx"," New York",1287,600,600,649,"Owner",0,"Renter",38
"4730","Census Tract 345"," Bronx"," New York",1287,600,600,649,"Owner",0,"Renter",NA
"4731","Census Tract 345"," Bronx"," New York",1287,600,600,649,"Owner",687,"Renter",38
"4732","Census Tract 345"," Bronx"," New York",1287,600,600,649,"Owner",687,"Renter",NA
"4733","Census Tract 345"," Kings"," New York",1187,339,339,837,"Owner",0,"Renter",11
"4734","Census Tract 345"," Kings"," New York",1187,339,339,837,"Owner",0,"Renter",NA
"4735","Census Tract 345"," Kings"," New York",1187,339,339,837,"Owner",848,"Renter",11
"4736","Census Tract 345"," Kings"," New York",1187,339,339,837,"Owner",848,"Renter",NA
"4737","Census Tract 347"," Kings"," New York",1810,350,350,1460,"Owner",0,"Renter",0
"4738","Census Tract 347"," Kings"," New York",1810,350,350,1460,"Owner",0,"Renter",NA
"4739","Census Tract 347"," Kings"," New York",1810,350,350,1460,"Owner",1460,"Renter",0
"4740","Census Tract 347"," Kings"," New York",1810,350,350,1460,"Owner",1460,"Renter",NA
"4741","Census Tract 347"," Queens"," New York",889,399,399,479,"Owner",0,"Renter",11
"4742","Census Tract 347"," Queens"," New York",889,399,399,479,"Owner",0,"Renter",NA
"4743","Census Tract 347"," Queens"," New York",889,399,399,479,"Owner",490,"Renter",11
"4744","Census Tract 347"," Queens"," New York",889,399,399,479,"Owner",490,"Renter",NA
"4745","Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",0,"Renter",0
"4746","Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",0,"Renter",NA
"4747","Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",1314,"Renter",0
"4748","Census Tract 348"," Bronx"," New York",2078,764,764,1314,"Owner",1314,"Renter",NA
"4749","Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",0,"Renter",0
"4750","Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",0,"Renter",NA
"4751","Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",783,"Renter",0
"4752","Census Tract 348"," Kings"," New York",897,114,114,783,"Owner",783,"Renter",NA
"4753","Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",0,"Renter",0
"4754","Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",0,"Renter",NA
"4755","Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",723,"Renter",0
"4756","Census Tract 349.01"," Kings"," New York",743,20,20,723,"Owner",723,"Renter",NA
"4757","Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",0,"Renter",35
"4758","Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",0,"Renter",NA
"4759","Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",1436,"Renter",35
"4760","Census Tract 349.02"," Kings"," New York",1614,178,178,1401,"Owner",1436,"Renter",NA
"4761","Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",0,"Renter",0
"4762","Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",0,"Renter",NA
"4763","Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",1307,"Renter",0
"4764","Census Tract 35"," Bronx"," New York",1374,67,67,1307,"Owner",1307,"Renter",NA
"4765","Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",0,"Renter",0
"4766","Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",0,"Renter",NA
"4767","Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",913,"Renter",0
"4768","Census Tract 35"," Kings"," New York",1115,202,202,913,"Owner",913,"Renter",NA
"4769","Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",0,"Renter",0
"4770","Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",0,"Renter",NA
"4771","Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",370,"Renter",0
"4772","Census Tract 350"," Bronx"," New York",715,345,345,370,"Owner",370,"Renter",NA
"4773","Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",0,"Renter",0
"4774","Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",0,"Renter",NA
"4775","Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",1022,"Renter",0
"4776","Census Tract 350"," Kings"," New York",1560,538,538,1022,"Owner",1022,"Renter",NA
"4777","Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",0,"Renter",0
"4778","Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",0,"Renter",NA
"4779","Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",763,"Renter",0
"4780","Census Tract 351"," Bronx"," New York",1267,504,504,763,"Owner",763,"Renter",NA
"4781","Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",0,"Renter",0
"4782","Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",0,"Renter",NA
"4783","Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",397,"Renter",0
"4784","Census Tract 351"," Queens"," New York",1381,984,984,397,"Owner",397,"Renter",NA
"4785","Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",0,"Renter",0
"4786","Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",0,"Renter",NA
"4787","Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",783,"Renter",0
"4788","Census Tract 351.01"," Kings"," New York",901,118,118,783,"Owner",783,"Renter",NA
"4789","Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",0,"Renter",0
"4790","Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",0,"Renter",NA
"4791","Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",696,"Renter",0
"4792","Census Tract 351.02"," Kings"," New York",864,168,168,696,"Owner",696,"Renter",NA
"4793","Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",0,"Renter",12
"4794","Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",0,"Renter",NA
"4795","Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",504,"Renter",12
"4796","Census Tract 352"," Kings"," New York",504,0,0,492,"Owner",504,"Renter",NA
"4797","Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",0,"Renter",0
"4798","Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",0,"Renter",NA
"4799","Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",136,"Renter",0
"4800","Census Tract 352"," Queens"," New York",865,729,729,136,"Owner",136,"Renter",NA
"4801","Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",12,"Renter",0
"4802","Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",12,"Renter",NA
"4803","Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",299,"Renter",0
"4804","Census Tract 353"," Queens"," New York",660,361,349,299,"Owner",299,"Renter",NA
"4805","Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",0,"Renter",0
"4806","Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",0,"Renter",NA
"4807","Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",1075,"Renter",0
"4808","Census Tract 353.01"," Kings"," New York",1093,18,18,1075,"Owner",1075,"Renter",NA
"4809","Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",0,"Renter",0
"4810","Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",0,"Renter",NA
"4811","Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",785,"Renter",0
"4812","Census Tract 353.02"," Kings"," New York",919,134,134,785,"Owner",785,"Renter",NA
"4813","Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",35,"Renter",15
"4814","Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",35,"Renter",NA
"4815","Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",1298,"Renter",15
"4816","Census Tract 354"," Kings"," New York",2756,1458,1423,1283,"Owner",1298,"Renter",NA
"4817","Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",0,"Renter",0
"4818","Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",0,"Renter",NA
"4819","Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",1993,"Renter",0
"4820","Census Tract 355"," Kings"," New York",2077,84,84,1993,"Owner",1993,"Renter",NA
"4821","Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",0,"Renter",0
"4822","Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",0,"Renter",NA
"4823","Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",248,"Renter",0
"4824","Census Tract 356"," Bronx"," New York",705,457,457,248,"Owner",248,"Renter",NA
"4825","Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",0,"Renter",0
"4826","Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",0,"Renter",NA
"4827","Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",1050,"Renter",0
"4828","Census Tract 356.01"," Kings"," New York",1440,390,390,1050,"Owner",1050,"Renter",NA
"4829","Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",0,"Renter",0
"4830","Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",0,"Renter",NA
"4831","Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",1492,"Renter",0
"4832","Census Tract 356.02"," Kings"," New York",2763,1271,1271,1492,"Owner",1492,"Renter",NA
"4833","Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",0,"Renter",0
"4834","Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",0,"Renter",NA
"4835","Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",400,"Renter",0
"4836","Census Tract 357"," Queens"," New York",899,499,499,400,"Owner",400,"Renter",NA
"4837","Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",0,"Renter",0
"4838","Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",0,"Renter",NA
"4839","Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",980,"Renter",0
"4840","Census Tract 357.01"," Kings"," New York",1015,35,35,980,"Owner",980,"Renter",NA
"4841","Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"4842","Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"4843","Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",0
"4844","Census Tract 357.02"," Kings"," New York",0,0,0,0,"Owner",0,"Renter",NA
"4845","Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",0,"Renter",0
"4846","Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",0,"Renter",NA
"4847","Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",955,"Renter",0
"4848","Census Tract 358"," Bronx"," New York",2816,1861,1861,955,"Owner",955,"Renter",NA
"4849","Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",0,"Renter",0
"4850","Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",0,"Renter",NA
"4851","Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",544,"Renter",0
"4852","Census Tract 358"," Queens"," New York",1317,773,773,544,"Owner",544,"Renter",NA
"4853","Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",0,"Renter",7
"4854","Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",0,"Renter",NA
"4855","Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",743,"Renter",7
"4856","Census Tract 359"," Bronx"," New York",781,38,38,736,"Owner",743,"Renter",NA
"4857","Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",0,"Renter",0
"4858","Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",0,"Renter",NA
"4859","Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",2155,"Renter",0
"4860","Census Tract 359"," Kings"," New York",2434,279,279,2155,"Owner",2155,"Renter",NA
"4861","Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",0,"Renter",0
"4862","Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",0,"Renter",NA
"4863","Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",1104,"Renter",0
"4864","Census Tract 36"," Kings"," New York",1800,696,696,1104,"Owner",1104,"Renter",NA
"4865","Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",0,"Renter",0
"4866","Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",0,"Renter",NA
"4867","Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",600,"Renter",0
"4868","Census Tract 36"," Queens"," New York",991,391,391,600,"Owner",600,"Renter",NA
"4869","Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",0,"Renter",0
"4870","Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",0,"Renter",NA
"4871","Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",392,"Renter",0
"4872","Census Tract 36"," Richmond"," New York",906,514,514,392,"Owner",392,"Renter",NA
"4873","Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",0,"Renter",0
"4874","Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",0,"Renter",NA
"4875","Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",1316,"Renter",0
"4876","Census Tract 36.01"," New York"," New York",1480,164,164,1316,"Owner",1316,"Renter",NA
"4877","Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",0,"Renter",16
"4878","Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",0,"Renter",NA
"4879","Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",1135,"Renter",16
"4880","Census Tract 36.02"," New York"," New York",1324,189,189,1119,"Owner",1135,"Renter",NA
"4881","Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",0,"Renter",0
"4882","Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",0,"Renter",NA
"4883","Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",199,"Renter",0
"4884","Census Tract 360"," Bronx"," New York",943,744,744,199,"Owner",199,"Renter",NA
"4885","Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",0,"Renter",0
"4886","Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",0,"Renter",NA
"4887","Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",1269,"Renter",0
"4888","Census Tract 360.01"," Kings"," New York",1669,400,400,1269,"Owner",1269,"Renter",NA
"4889","Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",0,"Renter",0
"4890","Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",0,"Renter",NA
"4891","Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",1910,"Renter",0
"4892","Census Tract 360.02"," Kings"," New York",2046,136,136,1910,"Owner",1910,"Renter",NA
"4893","Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",0,"Renter",85
"4894","Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",0,"Renter",NA
"4895","Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",2046,"Renter",85
"4896","Census Tract 361"," Bronx"," New York",2071,25,25,1961,"Owner",2046,"Renter",NA
"4897","Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",0,"Renter",73
"4898","Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",0,"Renter",NA
"4899","Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",989,"Renter",73
"4900","Census Tract 361"," Kings"," New York",1161,172,172,916,"Owner",989,"Renter",NA
"4901","Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",0,"Renter",0
"4902","Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",0,"Renter",NA
"4903","Census Tract 361"," Queens"," New York",634,264,264,370,"Owner",370,"Renter",0
